Ortografia,Cat_Gram,Transcr_Fon,Molde_Sil,Num_Sil,VPret,Altura_VPret,Ponto_VPret,VTon,Altura_VTon,Ponto_VTon,VPost_NaoFinal,Altura_VPost,Ponto_VPost_NaoFinal,VPost_Final,Altura_VPost,Ponto_VPost_Final,RimaTon,Tipo_RimaTon,Acento,Prefixo,Raiz,Sufixo
monopolítico,adj,mo.no.pu.l1i.tshi.ku,CV.CV.CV.C1V.CV.CV,6,u,Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,mono,po.li.ti.k,o
monossêmico,adj,mo.no.s1e.mi.ku,CV.CV.C1V.CV.CV,5,o,Média-Alta,Back,e,Média-Alta,Front,i,u,Front,u,Alta,Back,e,vogal_oral,proparoxytone,mono,se.m,ik.o
monossílaba,nom,mo.no.s1i.la.bax,CV.CV.C1V.CV.CV,5,o,Média-Alta,Back,i,Alta,Front,a,u,Central,a,Baixa,Central,i,vogal_oral,proparoxytone,mono,si.la.b,a
monoteísta,nom,mo.no.te.1is.tax,CV.CV.CV.1VC.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,mono,te,ist.a
monótona,adj,mo.n1oh.to.nax,CV.C1V.CV.CV,4,o,Média-Alta,Back,oh,Média-Baixa,Back,o,u,Back,a,Baixa,Central,oh,vogal_oral,proparoxytone,mono,to.n,a
moralíssimo,adj,mo.ra.l1i.si.mu,CV.CV.C1V.CV.CV,5,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,mo.ra.l,isim.o
mórbido,adv,m1ohR.bi.du,C1VC.CV.CV,3,NA,NA,NA,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,ohR,coda_rotica,proparoxytone,NA,mor.bi.d,o
morcegão,adj,muR.se.g16wN,CVC.CV.C1VGC,3,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mor.se.g,aun
modernização,nom,mo.deR.ni.za.s16wN,CV.CVC.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.der.n,iz.asauN
morenaço,nom,mo.re.n1a.su,CV.CV.C1V.CV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,mo.re.n,aS.o
mórficas,adj,m1ohR.fi.kaxs,C1VC.CV.CVC,3,NA,NA,NA,oh,Média-Baixa,Back,i,u,Front,a,Baixa,Central,ohR,coda_rotica,proparoxytone,NA,mor.f,ik.as
morfossintático,adj,moR.fo.siN.t1a.tshi.ku,CVC.CV.CVC.C1V.CV.CV,6,i,Alta,Front,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,morfo,sin.ta.t,ik.o
mórmon,adj,m1ohR.moN,C1VC.CVC,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,NA,Baixa,NA,ohR,coda_rotica,paroxytone,NA,mor.mon,NA
mornidão,nom,moR.ni.d16wN,CVC.CV.C1VGC,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mor.n,idaun
motivação,nom,mo.tshi.va.s16wN,CV.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.ti.v,asauN
motivadíssimo,adj,mo.tshi.va.dzh1i.si.mu,CV.CV.CV.C1V.CV.CV,6,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,mo.ti.v,ad.isim.o
motivão,adj,mo.tshi.v16wN,CV.CV.C1VGC,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.ti.v,aun
movência,nom,mo.v1ejN.sjax,CV.C1VGC.CGV,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,eN,coda_nasal,paroxytone,NA,mo.v,ensia
movimentação,nom,mo.vi.meN.ta.s16wN,CV.CV.CVC.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mo.v,iment.asauN
muçulmanismo,nom,mu.suw.m6.n1iz.mu,CV.CVG.CV.C1VC.CV,5,6,Média-Alta,Central,i,Alta,Front,NA,NA,NA,u,Alta,Back,iS,coda_sibilante,paroxytone,NA,mu.sul.ma.n,izmo
muçulmano,adj,mu.suw.m16.nu,CV.CVG.C1V.CV,4,u,Alta,Back,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,mu.sul.ma.n,o
mutável,adj,mu.t1a.vew,CV.C1V.CVG,3,u,Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,mu.t,a.vel
muitão,nom,mujN.t16wN,CVGC.C1VGC,2,u,Alta,Back,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,muy.t,aun
multicêntrico,adj,muw.tshi.s1ejN.tri.ku,CVG.CV.C1VGC.CCV.CV,5,i,Alta,Front,e,Média-Alta,Front,i,u,Front,u,Alta,Back,eN,coda_nasal,proparoxytone,multi,sen.tr,ik.o
multidivisão,nom,muw.tshi.dzhi.vi.z16wN,CVG.CV.CV.CV.C1VGC,5,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,multi,di.vi.z,aun
multifásico,adj,muw.tshi.f1a.zi.ku,CVG.CV.C1V.CV.CV,5,i,Alta,Front,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,multi,fa.z,ik.o
multilíngue,nom,muw.tshi.l1iN.gwi,CVG.CV.C1VC.CGV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,iN,coda_nasal,paroxytone,multi,lin.g,e
multimídia,nom,muw.tshi.m1i.dzhjax,CVG.CV.C1V.CGV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,multi,mi.di.a,NA
multimúsico,nom,muw.tshi.m1u.zi.ku,CVG.CV.C1V.CV.CV,5,i,Alta,Front,u,Alta,Back,i,u,Front,NA,Baixa,NA,u,vogal_oral,proparoxytone,multi,mu.si.k,o
multiplicatório,adj,muw.tshi.pli.ka.t1oh.rju,CVG.CV.CCV.CV.C1V.CGV,6,a,Baixa,Central,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,NA,mul.ti.pli.k,at.oR.io
multiqualificação,nom,muw.tshi.kwa.li.fi.ka.s16wN,CVG.CV.CGV.CV.CV.CV.C1VGC,7,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,multi,kwa.li,f.ik.asauN
multitemático,adj,muw.tshi.te.m1a.tshi.ku,CVG.CV.CV.C1V.CV.CV,6,e,Média-Alta,Front,a,Baixa,Central,i,u,Front,u,Alta,Back,a,vogal_oral,proparoxytone,multi,te.m,at.ik.o
multiválvulas,adj,muw.tshi.v1aw.vu.laxs,CVG.CV.C1VG.CV.CVC,5,i,Alta,Front,a,Baixa,Central,u,u,Back,NA,Baixa,NA,aw,ditongo_oral,proparoxytone,multi,val.vu.l,as
multivariável,adj,muw.tshi.va.ri.1a.vew,CVG.CV.CV.CV.1V.CVG,6,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,multi,va.ri,a.vel
mundanização,nom,muN.d6.ni.za.s16wN,CVC.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mun.d,aniz.asauN
mundaréu,nom,muN.da.r1ehw,CVC.CV.C1VG,3,a,Baixa,Central,eh,Média-Baixa,Front,NA,NA,NA,NA,Baixa,NA,ehw,ditongo_oral,oxytone,NA,mun.d,aR.eu
município,nom,mu.ni.s1i.pju,CV.CV.C1V.CGV,4,i,Alta,Front,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,mu.ni.si.p,io
murmuração,nom,muR.mu.ra.s16wN,CVC.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mur.mu.r,asauN
museológico,adv,mu.ze.o.l1oh.zhi.ku,CV.CV.V.C1V.CV.CV,6,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,mu.ze,oloj.ik.o
músico,adj,m1u.zi.ku,C1V.CV.CV,3,NA,NA,NA,u,Alta,Back,i,u,Front,NA,Baixa,NA,u,vogal_oral,proparoxytone,NA,mu.si.k,o
mutação,nom,mu.ta.s16wN,CV.CV.C1VGC,3,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,mu.t,asauN
nacionalíssimo,adj,na.si.o.na.l1i.si.mu,CV.CV.V.CV.C1V.CV.CV,7,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,na.s,ioN.al.isim.o
nacionalizável,adj,na.si.o.na.li.z1a.vew,CV.CV.V.CV.CV.C1V.CVG,7,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,na.s,ioN.al.iza.vel
nações,nom,na.s1ojNs,CV.C1VGCC,2,a,Baixa,Central,o,Média-Alta,Back,NA,NA,NA,NA,Baixa,NA,ojNS,coda_complexa,oxytone,NA,na.s,oins
narratológicas,adj,na.ha.to.l1oh.zhi.kaxs,CV.CV.CV.C1V.CV.CVC,6,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,a,Baixa,Central,oh,vogal_oral,proparoxytone,NA,na.h,atoloj.ik.as
narratológico,adj,na.ha.to.l1oh.zhi.ku,CV.CV.CV.C1V.CV.CV,6,o,Média-Alta,Back,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,na.h,atoloj.ik.o
naturalíssimo,adj,na.tu.ra.l1i.si.mu,CV.CV.CV.C1V.CV.CV,6,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,na.tu.r,al.isim.o
necessárío,adj,ne.se.s1a.rju,CV.CV.C1V.CGV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,ne.se.s,aR.io
nectáreo,adj,nek.t1a.rju,CVC.C1V.CGV,3,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,nek.ta.r,io
neerlandês,adj,ne.eR.l6N.d1es,CV.VC.CVC.C1VC,4,6,Média-Alta,Central,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eS,coda_sibilante,oxytone,NA,ne.er.lan.d,es
negócio,nom,ne.g1oh.sju,CV.C1V.CGV,3,e,Média-Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,NA,ne.go.si,o
neofascistóide,adj,nehw.fa.sis.t1ohj.dzhi,CVG.CV.CVC.C1VG.CV,5,i,Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohj,ditongo_oral,paroxytone,neo,fa.s,ist.oide
neofeitiçaria,nom,nehw.fej.tshi.sa.r1i.ax,CVG.CVG.CV.CV.C1V.V,6,a,Baixa,Central,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,neo,fey.ti.s,aR.i.a
neoliberalização,nom,nehw.li.be.ra.li.za.s16wN,CVG.CV.CV.CV.CV.CV.C1VGC,7,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,neo,li.be.r,al.iz.asauN
neológica,nom,nehw.l1oh.zhi.kax,CVG.C1V.CV.CV,4,eh,Média-Baixa,Front,oh,Média-Baixa,Back,i,u,Front,a,Baixa,Central,oh,vogal_oral,proparoxytone,neo,lo.ji.k,a
neomágica,nom,nehw.m1a.zhi.kax,CVG.C1V.CV.CV,4,eh,Média-Baixa,Front,a,Baixa,Central,i,u,Front,NA,Baixa,NA,a,vogal_oral,proparoxytone,neo,ma.ji.k,a
neurótico,adv,new.r1oh.tshi.ku,CVG.C1V.CV.CV,4,e,Média-Alta,Front,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,new.r,ot.ik.o
nicaragüense,adj,ni.ka.ra.gw1ejN.si,CV.CV.CV.CG1VGC.CV,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,ni.ka.ra.gw,ense
nicaragüenses,adj,ni.ka.ra.gw1ejN.sis,CV.CV.CV.CG1VGC.CVC,5,a,Baixa,Central,e,Média-Alta,Front,NA,NA,NA,i,Alta,Front,eN,coda_nasal,paroxytone,NA,ni.ka.ra.gw,enses
nidificação,nom,ni.dzhi.fi.ka.s16wN,CV.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,ni.di.fi.k,asauN
ninguém,nom,niN.g1ejN,CVC.C1VGC,2,i,Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eN,coda_nasal,oxytone,NA,nin.gem,NA
nirvânico,adj,niR.v16.ni.ku,CVC.C1V.CV.CV,4,i,Alta,Front,6,Média-Alta ,Central,i,u,Front,u,Alta,Back,6,vogal_oral,proparoxytone,NA,nir.va.n,ik.o
nobiliário,nom,no.bi.li.1a.rju,CV.CV.CV.1V.CGV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,no.bi.l,i.aR.i.o
nonagésimo,adj,no.na.zh1eh.zi.mu,CV.CV.C1V.CV.CV,5,a,Baixa,Central,eh,Média-Baixa,Front,i,u,Front,u,Alta,Back,eh,vogal_oral,proparoxytone,NA,no.n,a.j.ezim.o
nós,nom,n1ohs,C1VC,1,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,NA,Baixa,NA,ohS,coda_sibilante,oxytone,NA,nos,NA
notabilíssimo,adj,no.ta.bi.l1i.si.mu,CV.CV.CV.C1V.CV.CV,6,i,Alta,Front,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,no.t,a.bil.isim.o
notão,nom,noh.t16wN,CV.C1VGC,2,oh,Média-Baixa,Back,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,no.t,aun
notável,nom,no.t1a.vew,CV.C1V.CVG,3,o,Média-Alta,Back,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,no.t,a.vel
notícia,nom,no.tsh1i.sjax,CV.C1V.CGV,3,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,no.ti.si,a
noticiário,nom,no.tshi.si.1a.rju,CV.CV.CV.1V.CGV,5,i,Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,no.ti.si,aR.i.o
notificação,nom,no.tshi.fi.ka.s16wN,CV.CV.CV.CV.C1VGC,5,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,no.t,if.ik.asauN
novelão,nom,no.ve.l16wN,CV.CV.C1VGC,3,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,no.ve.l,aun
novênio,nom,no.v1e.nju,CV.C1V.CGV,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,u,Alta,Back,e,vogal_oral,paroxytone,NA,no.v,enio
novíssimo,adj,no.v1i.si.mu,CV.C1V.CV.CV,4,o,Média-Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,no.v,isim.o
nózinho,nom,noh.z1i.nhu,CV.C1V.CV,3,oh,Média-Baixa,Back,i,Alta,Front,NA,NA,NA,u,Alta,Back,i,vogal_oral,paroxytone,NA,no,z.iN.o
núcleo,ver,n1u.klju,C1V.CCGV,2,NA,NA,NA,u,Alta,Back,NA,NA,NA,NA,Baixa,NA,u,vogal_oral,paroxytone,NA,nu.kle,o
numerário,adj,nu.me.r1a.rju,CV.CV.C1V.CGV,4,e,Média-Alta,Front,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,nu.me.r,aR.i.o
numéricas,adj,nu.m1eh.ri.kaxs,CV.C1V.CV.CVC,4,u,Alta,Back,eh,Média-Baixa,Front,i,u,Front,a,Baixa,Central,eh,vogal_oral,proparoxytone,NA,nu.me.r,ik.as
número,nom,n1u.me.ru,C1V.CV.CV,3,NA,NA,NA,u,Alta,Back,e,u,Front,NA,Baixa,NA,u,vogal_oral,proparoxytone,NA,nu.me.r,o
numeroso,adj,nu.me.r1o.zu,CV.CV.C1V.CV,4,e,Média-Alta,Front,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,nu.me.r,oz.o
nuvem,nom,n1u.vejN,C1V.CVGC,2,NA,NA,NA,u,Alta,Back,NA,NA,NA,e,Média-Alta,Front,u,vogal_oral,paroxytone,NA,nu.vem,NA
obedecer,ver,o.be.de.s1eR,V.CV.CV.C1VC,4,e,Média-Alta,Front,e,Média-Alta,Front,NA,NA,NA,NA,Baixa,NA,eR,coda_rotica,oxytone,NA,o.be.de.s,eR
obituário,adj,o.bi.tu.1a.rju,V.CV.CV.1V.CGV,5,u,Alta,Back,a,Baixa,Central,NA,NA,NA,u,Alta,Back,a,vogal_oral,paroxytone,NA,o.bi.t,u.aR.io
obrigadíssimo,adj,o.bri.ga.dzh1i.si.mu,V.CCV.CV.C1V.CV.CV,6,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,o.bri.g,ad.isim.o
obrigação,nom,o.bri.ga.s16wN,V.CCV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.bri.g,asauN
obsessão,nom,o.bi.se.s16wN,V.CV.CV.C1VGC,4,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.bi.se.s,aun
obtenível,adj,o.bi.te.n1i.vew,V.CV.CV.C1V.CVG,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,e,Média-Alta,Front,i,vogal_oral,paroxytone,NA,o.bi.t,eni.vel
oceano,nom,o.se.16.nu,V.CV.1V.CV,4,e,Média-Alta,Front,6,Média-Alta ,Central,NA,NA,NA,u,Alta,Back,6,vogal_oral,paroxytone,NA,o.se.a.n,o
octilhão,nom,ok.tshi.lh16wN,VC.CV.C1VGC,3,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.ki.ti.L,aun
óctuplo,adj,1ohk.tu.plu,1VC.CV.CCV,3,NA,NA,NA,oh,Média-Baixa,Back,u,u,Back,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,o.ki.tu.pl,o
ocupadíssimo,adj,o.ku.pa.dzh1i.si.mu,V.CV.CV.C1V.CV.CV,6,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,o.ku.p,ad.isim.o
odiadíssimo,adj,o.dzhi.a.dzh1i.si.mu,V.CV.V.C1V.CV.CV,6,a,Baixa,Central,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,o.di,ad.isim.o
odiável,adj,o.dzhi.1a.vew,V.CV.1V.CVG,4,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,o.di,a.vel
ofertório,nom,o.feR.t1oh.rju,V.CVC.C1V.CGV,4,e,Média-Alta,Front,oh,Média-Baixa,Back,NA,NA,NA,u,Alta,Back,oh,vogal_oral,paroxytone,NA,o.fer.t,oR.io
oitão,nom,oj.t16wN,VG.C1VGC,2,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,oy.t,aun
olheira,nom,o.lh1ej.rax,V.C1VG.CV,3,o,Média-Alta,Back,e,Média-Alta,Front,NA,NA,NA,a,Baixa,Central,ej,ditongo_oral,paroxytone,NA,o.L,eiR.a
olho,nom,1o.lhu,1V.CV,2,NA,NA,NA,o,Média-Alta,Back,NA,NA,NA,u,Alta,Back,o,vogal_oral,paroxytone,NA,o.L,o
onomástica,nom,o.no.m1as.tshi.kax,V.CV.C1VC.CV.CV,5,o,Média-Alta,Back,a,Baixa,Central,i,u,Front,NA,Baixa,NA,aS,coda_sibilante,proparoxytone,NA,o.no.mas.t,ik.a
operacionalizável,adj,o.pe.ra.si.o.na.li.z1a.vew,V.CV.CV.CV.V.CV.CV.C1V.CVG,9,i,Alta,Front,a,Baixa,Central,NA,NA,NA,e,Média-Alta,Front,a,vogal_oral,paroxytone,NA,o.pe.r,aS.ioN.al.iza.vel
oportuníssimo,adj,o.poR.tu.n1i.si.mu,V.CVC.CV.C1V.CV.CV,6,u,Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,o.por.tu.n,isim.o
oposição,nom,o.po.zi.s16wN,V.CV.CV.C1VGC,4,i,Alta,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.p,oz.isaun
oração,nom,o.ra.s16wN,V.CV.C1VGC,3,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.r,asauN
orbitárias,adj,oR.bi.t1a.ri.axs,VC.CV.C1V.CV.VC,5,i,Alta,Front,a,Baixa,Central,i,u,Front,NA,Baixa,NA,a,vogal_oral,proparoxytone,NA,or.bi.t,aR.ias
orçamentista,adj,oR.sa.mejN.tsh1is.tax,VC.CV.CVGC.C1VC.CV,5,e,Média-Alta,Front,i,Alta,Front,NA,NA,NA,a,Baixa,Central,iS,coda_sibilante,paroxytone,NA,or.s,ament.ist.a
ordenação,nom,oR.de.na.s16wN,VC.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,or.de.n,asauN
órfã,nom,1ohR.f6N,1VC.CVC,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,6,#VALUE!,Central,ohR,coda_rotica,paroxytone,NA,or.fan,NA
órgão,nom,1ohR.g6wN,1VC.CVGC,2,NA,NA,NA,oh,Média-Baixa,Back,NA,NA,NA,6,#VALUE!,Central,ohR,coda_rotica,paroxytone,NA,or.gawn,NA
orgulhosíssimo,adj,oR.gu.lho.z1i.si.mu,VC.CV.CV.C1V.CV.CV,6,o,Média-Alta,Back,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,or.gu.L,oS.isim.o
ortodôntico,adj,oR.to.d1owN.tshi.ku,VC.CV.C1VGC.CV.CV,5,o,Média-Alta,Back,o,Média-Alta,Back,i,u,Front,u,Alta,Back,oN,coda_nasal,proparoxytone,NA,or.to.don.t,ik.o
ossão,nom,o.s16wN,V.C1VGC,2,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.s,aun
otimistíssimo,adj,o.tshi.mis.tsh1i.si.mu,V.CV.CVC.C1V.CV.CV,6,i,Alta,Front,i,Alta,Front,i,u,Front,u,Alta,Back,i,vogal_oral,proparoxytone,NA,o.ti.m,ist.isim.o
ótimo,adj,1oh.tshi.mu,1V.CV.CV,3,NA,NA,NA,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,o.ti.m,o
ousadíssimas,adj,ow.za.dzh1i.si.maxs,VG.CV.C1V.CV.CVC,5,a,Baixa,Central,i,Alta,Front,i,u,Front,a,Baixa,Central,i,vogal_oral,proparoxytone,NA,ow.z,ad.isim.as
outorgação,nom,ow.toR.ga.s16wN,VG.CVC.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,ow.tor.g,asauN
overdósico,adj,o.veR.d1oh.zi.ku,V.CVC.C1V.CV.CV,5,e,Média-Alta,Front,oh,Média-Baixa,Back,i,u,Front,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,o.ver.do.z,ik.o
ovoide,adj,o.v1ohj.dzhi,V.C1VG.CV,3,o,Média-Alta,Back,oh,Média-Baixa,Back,NA,NA,NA,i,Alta,Front,ohj,ditongo_oral,paroxytone,NA,o.v,oide
ovulação,nom,o.vu.la.s16wN,V.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.vu.l,asauN
óvulo,nom,1oh.vu.lu,1V.CV.CV,3,NA,NA,NA,oh,Média-Baixa,Back,u,u,Back,u,Alta,Back,oh,vogal_oral,proparoxytone,NA,o.vu.l,o
oxidação,nom,ok.si.da.s16wN,VC.CV.CV.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,o.ki.si.d,asauN
paçoquinha,nom,pa.so.k1i.nhax,CV.CV.C1V.CV,4,o,Média-Alta,Back,i,Alta,Front,NA,NA,NA,a,Baixa,Central,i,vogal_oral,paroxytone,NA,pa.so.k,iN.a
pactuação,nom,pak.tu.a.s16wN,CVC.CV.V.C1VGC,4,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,pa.ki.t,u.asauN
padrão,nom,pa.dr16wN,CV.CC1VGC,2,a,Baixa,Central,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,pa.dr,aun
pagodão,nom,pa.go.d16wN,CV.CV.C1VGC,3,o,Média-Alta,Back,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,pa.go.d,aun
painelzão,nom,paj.nehw.z16wN,CVG.CVG.C1VGC,3,eh,Média-Baixa,Front,6,Média-Alta ,Central,NA,NA,NA,NA,Baixa,NA,6wN,ditongo_nasal,oxytone,NA,pay.nel,zaun
países,nom,pa.1i.zis,CV.1V.CVC,3,a,Baixa,Central,i,Alta,Front,NA,NA,NA,NA,Baixa,NA,i,vogal_oral,paroxytone,NA,pa.i.s,es
